waga_kg;80;80.1;80.2;80.3;80.4;80.5;80.6;80.7;80.8;80.9;81;81.1;81.2;81.3;81.4;81.5;81.6;81.7;81.8;81.9;82;82.1;82.2;82.3;82.4;82.5;82.6;82.7;82.8;82.9;83;83.1;83.2;83.3;83.4;83.5;83.6;83.7;83.8;83.9;84;84.1;84.2;84.3;84.4;84.5;84.6;84.7;84.8;84.9;85;85.1;85.2;85.3;85.4;85.5;85.6;85.7;85.8;85.9;86;86.1;86.2;86.3;86.4;86.5;86.6;86.7;86.8;86.9;87;87.1;87.2;87.3;87.4;87.5;87.6;87.7;87.8;87.9;88;88.1;88.2;88.3;88.4;88.5;88.6;88.7;88.8;88.9;89;89.1;89.2;89.3;89.4;89.5;89.6;89.7;89.8;89.9;90;90.1;90.2;90.3;90.4;90.5;90.6;90.7;90.8;90.9;91;91.1;91.2;91.3;91.4;91.5;91.6;91.7;91.8;91.9;92;92.1;92.2;92.3;92.4;92.5;92.6;92.7;92.8;92.9;93;93.1;93.2;93.3;93.4;93.5;93.6;93.7;93.8;93.9;94;94.1;94.2;94.3;94.4;94.5;94.6;94.7;94.8;94.9;95;95.1;95.2;95.3;95.4;95.5;95.6;95.7;95.8;95.9;96;96.1;96.2;96.3;96.4;96.5;96.6;96.7;96.8;96.9;97;97.1;97.2;97.3;97.4;97.5;97.6;97.7;97.8;97.9;98;98.1;98.2;98.3;98.4;98.5;98.6;98.7;98.8;98.9;99;99.1;99.2;99.3;99.4;99.5;99.6;99.7;99.8;99.9;100
100;93.22;93.36;93.51;93.66;93.8;93.95;94.1;94.25;94.4;94.54;94.69;94.84;94.99;95.14;95.29;95.43;95.58;95.73;95.88;96.03;96.18;96.33;96.48;96.63;96.78;96.93;97.08;97.23;97.38;97.53;97.68;97.83;97.99;98.14;98.29;98.44;98.59;98.74;98.9;99.05;99.2;99.35;99.51;99.66;99.81;99.97;100.12;100.27;100.43;100.58;100.73;100.89;101.04;101.2;101.35;101.51;101.66;101.82;101.97;102.13;102.29;102.44;102.6;102.75;102.91;103.07;103.22;103.38;103.54;103.7;103.85;104.01;104.17;104.33;104.49;104.64;104.8;104.96;105.12;105.28;105.44;105.6;105.76;105.92;106.08;106.24;106.4;106.56;106.72;106.88;107.04;107.21;107.37;107.53;107.69;107.86;108.02;108.18;108.35;108.51;108.67;108.84;109;109.17;109.33;109.5;109.66;109.83;110;110.16;110.33;110.49;110.66;110.83;111;111.16;111.33;111.5;111.67;111.84;112.01;112.18;112.35;112.52;112.69;112.86;113.03;113.2;113.37;113.54;113.71;113.89;114.06;114.23;114.41;114.58;114.75;114.93;115.1;115.28;115.45;115.63;115.81;115.98;116.16;136.34;116.52;116.69;116.87;117.05;117.23;117.41;117.59;117.77;117.95;118.13;118.32;118.5;118.68;118.86;119.05;119.23;119.41;119.6;119.78;119.97;120.16;120.34;120.53;120.72;120.91;121.09;121.28;121.47;121.66;121.85;122.05;122.24;122.43;122.63;122.82;123.01;123.21;123.41;123.61;123.8;124;124.2;124.4;124.6;124.81;125.01;125.22;125.42;125.63;125.83;126.04;126.24;128.45;126.66;126.86
110;102.54;102.7;102.86;103.02;103.19;103.35;103.51;103.67;103.84;104;104.16;104.32;104.49;104.65;104.81;104.98;105.14;105.31;105.47;105.63;105.8;105.96;106.13;106.29;106.46;106.62;106.79;106.95;107.12;107.29;107.45;107.62;107.78;107.95;108.12;108.28;108.45;108.62;108.79;108.95;109.12;109.29;109.46;109.62;109.79;109.96;110.13;110.3;110.47;110.64;110.81;110.98;111.15;111.32;111.49;111.66;111.83;112;112.17;112.34;112.51;112.69;112.86;113.03;113.2;113.37;113.55;113.72;113.89;114.07;114.24;114.41;114.59;114.76;114.93;115.11;115.28;115.46;115.63;115.81;115.98;116.16;116.33;116.51;116.69;116.86;117.04;117.22;117.39;117.57;117.75;117.93;118.11;118.28;118.46;118.64;118.82;119;119.18;119.36;119.54;119.72;119.9;120.08;120.27;120.45;120.63;120.81;121;121.18;121.36;121.54;121.73;121.91;122.09;122.28;122.46;122.65;122.84;123.02;123.21;123.39;123.58;123.77;123.95;124.14;124.33;124.52;124.71;124.9;125.09;125.27;125.47;125.66;125.85;126.04;126.23;126.42;126.61;126.81;127;127.19;127.39;127.58;127.78;127.97;128.17;128.36;128.56;128.76;128.95;129.15;129.35;129.55;129.75;129.95;130.15;130.35;130.55;130.75;130.95;131.15;131.36;131.56;131.76;131.97;132.17;132.38;132.58;132.79;133;133.2;133.41;133.62;133.83;134.04;134.25;134.46;134.67;134.89;135.1;135.32;135.53;135.75;135.97;136.18;136.4;136.62;136.84;137.07;137.29;137.51;137.74;137.96;138.19;138.41;138.64;138.87;139.09;139.32;139.55
120;111.86;112.04;112.21;112.39;112.57;112.74;112.92;113.1;113.27;113.45;113.63;113.81;113.99;114.16;114.34;114.52;114.7;114.88;115.06;115.24;115.42;115.6;115.78;115.96;116.14;116.31;116.5;116.68;116.86;117.04;117.22;117.4;117.58;117.76;117.95;118.13;118.31;118.49;118.68;118.86;119.04;119.22;119.41;119.59;119.77;119.96;120.14;120.33;120.51;120.7;120.88;121.07;121.25;121.44;121.62;121.81;122;122.18;122.37;122.56;122.74;122.93;123.12;123.31;123.49;123.68;123.87;124.06;124.25;124.44;124.62;124.81;125;125.19;125.38;125.57;125.76;125.95;126.14;126.33;126.53;126.72;126.91;127.1;127.29;127.49;127.68;127.87;128.07;128.26;128.45;128.65;128.84;129.04;129.23;129.43;129.62;129.82;130.01;130.21;130.41;130.61;130.8;131;131.2;131.4;131.6;131.8;131.99;132.19;132.39;132.59;132.79;132.99;133.19;133.4;133.6;133.8;134;134.2;134.41;134.61;134.81;135.02;135.22;135.43;135.63;135.84;136.04;136.25;136.46;136.66;136.87;137.08;137.29;137.5;137.7;137.91;138.12;138.33;138.55;138.76;138.97;139.18;139.39;139.61;139.82;140.03;140.25;140.46;140.68;140.89;141.11;141.33;141.54;141.76;141.98;142.2;142.42;142.64;142.86;143.08;143.3;143.52;143.74;143.96;144.19;144.41;144.64;144.86;145.09;145.31;145.54;145.77;145.99;146.22;146.45;146.68;146.92;147.15;147.38;147.62;147.85;148.09;148.33;148.56;148.8;149.04;149.28;149.53;149.77;150.01;150.26;150.5;150.75;151;151.25;151.49;151.74;151.99;152.24
130;121.18;121.37;121.56;121.75;121.95;122.14;122.33;122.52;122.71;122.91;123.1;123.29;123.48;123.68;123.87;124.06;124.26;124.45;124.65;124.84;125.03;125.23;125.42;125.62;125.81;126.01;126.2;126.4;126.6;126.79;126.99;127.18;127.38;127.58;127.77;127.97;128.17;128.37;128.56;128.76;128.96;129.16;129.36;129.56;129.76;129.95;130.15;130.35;130.55;130.75;130.95;131.16;131.36;131.56;131.76;131.96;132.16;132.36;132.57;132.77;132.97;133.17;133.38;133.58;133.78;133.99;134.19;134.4;134.6;134.81;135.01;135.21;135.42;135.63;135.83;136.04;136.24;136.45;136.66;136.86;137.07;137.28;137.49;137.69;137.9;138.11;138.32;138.53;138.74;138.95;139.16;139.37;139.58;139.79;140;140.21;140.43;140.64;140.85;141.06;141.28;141.49;141.7;141.92;142.13;142.35;142.56;142.78;142.99;143.21;143.43;143.64;143.86;144.08;144.29;144.51;144.73;144.95;145.17;145.39;145.61;145.83;146.05;146.27;146.49;146.71;146.94;147.16;147.38;147.6;147.83;148.05;148.28;148.5;148.73;148.95;149.18;149.41;149.64;149.86;150.09;150.32;150.55;150.78;151.01;151.24;151.47;151.7;151.93;152.17;152.4;152.64;152.87;153.1;153.34;153.57;153.81;154.05;154.28;154.52;154.76;155;155.24;155.48;155.72;155.96;156.2;156.44;156.69;156.93;157.18;157.42;157.67;157.91;158.16;158.41;158.66;158.91;159.16;159.41;159.66;159.92;160.17;160.43;160.69;160.95;161.2;161.46;161.72;161.99;162.25;162.51;162.78;163.05;163.31;163.58;163.85;164.12;164.38;164.65;164.92
140;130.5;130.71;130.91;131.12;131.33;131.53;131.74;131.95;132.15;132.36;132.57;132.78;132.98;133.19;133.4;133.61;133.82;134.03;134.23;134.44;134.65;134.86;135.07;135.28;135.49;135.7;135.91;136.12;136.33;136.54;136.75;136.97;137.18;137.39;137.6;137.82;138.03;138.24;138.45;138.67;138.88;139.09;139.31;139.52;139.74;139.95;140.17;140.38;140.6;140.81;141.03;141.24;141.46;141.68;141.89;142.11;142.33;142.54;142.76;142.98;143.2;143.42;143.64;143.86;144.07;144.29;144.51;144.73;144.95;145.17;145.39;145.62;145.84;146.06;146.28;146.5;146.72;146.95;147.17;147.39;147.61;147.84;148.06;148.29;148.51;148.73;148.96;149.19;149.41;149.64;149.86;150.09;150.32;150.54;150.77;151;151.23;151.46;151.68;151.91;152.14;152.37;152.6;152.83;153.07;153.3;153.53;153.76;153.99;154.23;154.46;154.69;154.93;155.16;155.39;155.63;155.86;156.1;156.34;156.57;156.81;157.05;157.28;157.52;157.76;158;158.24;158.48;158.72;158.96;159.2;159.44;159.68;159.92;160.17;160.41;160.66;160.9;161.15;161.39;161.64;161.88;162.13;162.38;162.63;162.87;163.12;163.37;163.62;163.87;164.12;164.38;164.63;164.88;165.13;165.39;165.64;165.9;166.15;166.41;166.67;166.92;167.18;167.44;167.7;167.96;168.22;168.48;168.74;169;169.27;169.53;169.8;170.06;170.33;170.59;170.86;171.13;171.4;171.68;171.95;172.22;172.5;172.77;173.05;173.33;173.6;173.88;174.16;174.45;174.73;175.01;175.3;175.59;175.88;176.17;176.45;176.74;177.03;177.32;177.61
150;139.82;140.05;140.27;140.49;140.71;140.93;141.15;141.37;141.59;141.82;142.04;142.26;142.48;142.7;142.93;143.15;143.37;143.6;143.82;144.05;144.27;144.49;144.72;144.94;145.17;145.39;145.62;145.85;146.07;146.3;146.52;146.75;146.98;147.2;147.43;147.66;147.89;148.12;148.34;148.57;148.8;149.03;149.26;149.49;149.72;149.95;150.18;150.41;150.64;150.87;151.1;151.33;151.56;151.8;152.03;152.26;152.49;152.73;152.96;153.19;153.43;153.66;153.9;154.13;154.37;154.6;154.84;155.07;155.31;155.54;155.78;156.02;156.25;156.49;156.73;156.97;157.2;157.44;157.68;157.92;158.16;158.4;158.64;158.88;159.12;159.36;159.6;159.84;160.08;160.33;160.57;160.81;161.05;161.3;161.54;161.79;162.03;162.27;162.52;162.76;163.01;163.26;163.5;163.75;164;164.25;164.5;164.74;164.99;165.24;165.49;165.74;165.99;166.24;166.49;166.75;167;167.25;167.5;167.76;168.01;168.26;168.52;168.77;169.03;169.28;169.54;169.8;170.05;170.31;170.57;170.83;171.09;171.35;171.61;171.87;172.13;172.39;172.66;172.92;173.18;173.45;173.71;173.98;174.24;174.51;174.77;175.04;175.31;175.58;175.85;176.12;176.39;176.66;176.93;177.2;177.47;177.75;178.02;178.3;178.57;178.85;179.12;179.4;179.68;179.95;180.23;180.51;180.79;181.08;181.36;181.64;181.92;182.21;182.49;182.78;183.07;183.36;183.65;183.94;184.23;184.52;184.82;185.11;185.41;185.71;186;186.3;186.6;186.91;187.21;187.52;187.82;188.13;188.44;188.75;189.06;189.37;189.67;189.98;190.3
160;149.15;149.38;149.62;149.85;150.09;150.32;150.56;150.8;151.03;151.27;151.51;151.74;151.98;152.22;152.46;152.69;152.93;153.17;153.41;153.65;153.89;154.13;154.37;154.61;154.85;155.09;155.33;155.57;155.81;156.05;156.29;156.53;156.78;157.02;157.26;157.5;157.75;157.99;158.23;158.48;158.72;158.96;159.21;159.45;159.7;159.94;160.19;160.43;160.68;160.93;161.17;161.42;161.67;161.92;162.16;162.41;162.66;162.91;163.16;163.41;163.66;163.91;164.16;164.41;164.66;164.91;165.16;165.41;165.66;165.91;166.17;166.42;166.67;166.92;167.18;167.43;167.68;167.94;168.19;168.45;168.7;168.96;169.21;169.47;169.73;169.98;170.24;170.5;170.76;171.01;171.27;171.53;171.79;172.05;172.31;172.57;172.83;173.09;173.35;173.62;173.88;174.14;174.4;174.67;174.93;175.2;175.46;175.73;175.99;176.26;176.52;176.79;177.06;177.33;177.59;177.86;178.13;178.4;178.67;178.94;179.21;179.48;179.75;180.02;180.3;180.57;180.84;181.12;181.39;181.67;181.94;182.22;182.49;182.77;183.05;183.33;183.61;183.89;184.17;184.45;184.73;185.01;185.29;185.57;185.86;186.14;186.43;186.71;187;187.28;187.57;187.86;188.15;188.43;188.72;189.02;189.31;189.6;189.89;190.18;190.48;190.77;191.07;191.36;191.66;191.95;192.25;192.55;192.85;193.15;193.45;193.75;194.05;194.36;194.66;194.96;195.27;195.58;195.89;196.2;196.51;196.82;197.14;197.45;197.77;198.09;198.4;198.72;199.04;199.37;199.69;200.02;200.35;200.67;201;201.34;201.66;201.99;202.32;202.65;202.98
170;158.47;158.72;158.97;159.22;159.47;159.72;159.97;160.22;160.47;160.72;160.98;161.23;161.48;161.73;161.99;162.24;162.49;162.74;163;163.25;163.51;163.76;164.01;164.27;164.52;164.78;165.04;165.29;165.55;165.8;166.06;166.32;166.58;166.83;167.09;167.35;167.61;167.86;168.12;168.38;168.64;168.9;169.16;169.42;169.68;169.94;170.21;170.46;170.72;170.99;171.25;171.51;171.77;172.04;172.3;172.56;172.83;173.09;173.35;173.62;173.89;174.15;174.42;174.68;174.95;175.21;175.48;175.75;176.02;176.28;176.55;176.82;177.09;177.36;177.62;177.9;178.16;178.43;178.7;178.97;179.25;179.52;179.79;180.06;180.33;180.61;180.88;181.15;181.43;181.7;181.98;182.25;182.53;182.8;183.08;183.36;183.63;183.91;184.19;184.47;184.75;185.03;185.3;185.59;185.87;186.15;186.43;186.71;186.99;187.27;187.56;187.84;188.12;188.41;188.69;188.98;189.26;189.55;189.84;190.12;190.41;190.7;190.99;191.28;191.56;191.86;192.15;192.44;192.73;193.02;193.31;193.61;193.9;194.19;194.49;194.79;195.08;195.38;195.68;195.97;196.27;196.57;196.87;197.17;197.47;197.77;198.08;198.38;198.68;198.99;199.29;199.6;199.91;200.21;200.52;200.83;201.14;201.45;201.76;202.07;202.38;202.69;203;203.32;203.63;203.95;204.26;204.58;204.9;205.22;205.54;205.86;206.18;206.5;206.83;207.15;207.48;207.8;208.13;208.46;208.79;209.13;209.46;209.79;210.13;210.47;210.8;211.14;211.48;211.83;212.17;212.52;212.87;213.22;213.56;213.91;214.26;214.61;214.96;215.32;215.67
180;167.79;168.05;168.32;168.58;168.85;169.11;169.38;169.65;169.91;170.18;170.44;170.71;170.98;171.25;171.51;171.78;172.05;172.32;172.59;172.85;173.12;173.39;173.66;173.93;174.2;174.47;174.74;175.01;175.29;175.56;175.83;176.1;176.37;176.64;176.92;177.19;177.47;177.74;178.01;178.29;178.56;178.84;179.11;179.39;179.66;179.94;180.22;180.49;180.77;181.04;181.32;181.6;181.88;182.16;182.43;182.71;182.99;183.27;183.55;183.83;184.11;184.39;184.68;184.96;185.24;185.52;185.8;186.09;186.37;186.65;186.94;187.22;187.5;187.79;188.07;188.36;188.64;188.93;189.22;189.5;189.79;190.08;190.36;190.65;190.94;191.23;191.52;191.81;192.1;192.39;192.68;192.97;193.26;193.56;193.85;194.14;194.44;194.73;195.02;195.32;195.61;195.91;196.2;196.5;196.8;197.1;197.39;197.69;197.99;198.29;198.59;198.89;199.19;199.49;199.79;200.09;200.4;200.7;201;201.31;201.61;201.92;202.22;202.53;202.83;203.14;203.45;203.76;204.06;204.37;204.69;204.99;205.31;205.62;205.93;206.24;206.56;206.87;207.19;207.5;207.82;208.14;208.45;208.77;209.09;209.41;209.73;210.05;210.37;210.69;211.02;211.34;211.66;211.99;212.31;212.64;212.97;213.3;213.62;213.95;214.29;214.61;214.95;215.28;215.61;215.94;216.28;216.62;216.95;217.29;217.63;217.97;218.31;218.65;218.99;219.34;219.68;220.03;220.38;220.73;221.07;221.43;221.78;222.13;222.49;222.85;223.21;223.57;223.93;224.29;224.65;225.02;225.39;225.76;226.13;226.49;226.87;227.24;227.61;227.98;228.35
